Data;Filial;producao
27/05/2025;CGR;2030
27/05/2025;FOR;5862
27/05/2025;RIO;30552
27/05/2025;MAO;263
27/05/2025;POA;8884
27/05/2025;REC;9413
27/05/2025;SSA;9423
27/05/2025;TECA;197940
27/05/2025;VIX;14227
28/05/2025;BEL;5172
28/05/2025;BHZ;21096
28/05/2025;BSB;7516
28/05/2025;CGB;2306
28/05/2025;CGR;2309
28/05/2025;FOR;5289
28/05/2025;RIO;39280
28/05/2025;MAO;230
28/05/2025;POA;11680
28/05/2025;REC;4909
28/05/2025;SSA;11838
28/05/2025;TECA;203064
28/05/2025;VIX;14355
29/05/2025;BEL;5274
29/05/2025;BHZ;19851
29/05/2025;BSB;13717
29/05/2025;CGB;4038
29/05/2025;CGR;2323
29/05/2025;FOR;2784
29/05/2025;RIO;28591
29/05/2025;MAO;7070
29/05/2025;POA;16697
29/05/2025;REC;7251
29/05/2025;SSA;17919
29/05/2025;TECA;170851
29/05/2025;VIX;10313
30/05/2025;BEL;4728
30/05/2025;BHZ;21403
30/05/2025;BSB;13897
30/05/2025;CGB;5819
30/05/2025;CGR;1915
30/05/2025;FOR;2037
30/05/2025;RIO;29540
30/05/2025;MAO;5062
30/05/2025;POA;14031
30/05/2025;REC;7982
30/05/2025;SSA;11406
30/05/2025;TECA;165548
30/05/2025;VIX;11032
31/05/2025;BEL;4204
31/05/2025;BHZ;21179
31/05/2025;BSB;11127
31/05/2025;CGB;8752
31/05/2025;CGR;1567
31/05/2025;FOR;457
31/05/2025;RIO;34529
31/05/2025;MAO;3641
31/05/2025;POA;10638
31/05/2025;REC;7169
31/05/2025;SSA;11771
31/05/2025;TECA;152451
31/05/2025;VIX;12137
01/06/2025;BEL;1520
01/06/2025;BHZ;4470
01/06/2025;BSB;1470
01/06/2025;FOR;2541
01/06/2025;RIO;17043
01/06/2025;POA;3445
01/06/2025;REC;14105
01/06/2025;SSA;8727
01/06/2025;TECA;40554
02/06/2025;BEL;4971
02/06/2025;BHZ;16074
02/06/2025;BSB;11115
02/06/2025;CGB;6508
02/06/2025;CGR;3239
02/06/2025;FOR;2901
02/06/2025;RIO;14231
02/06/2025;MAO;3348
02/06/2025;POA;11281
02/06/2025;REC;9728
02/06/2025;SSA;9427
02/06/2025;TECA;82325
02/06/2025;VIX;12170
03/06/2025;BEL;6931
03/06/2025;BHZ;15858
03/06/2025;BSB;10462
03/06/2025;CGB;6517
03/06/2025;CGR;2887
03/06/2025;FOR;3851
03/06/2025;RIO;30219
03/06/2025;MAO;261
03/06/2025;POA;11739
03/06/2025;REC;13284
03/06/2025;SSA;6752
03/06/2025;TECA;218218
03/06/2025;VIX;11670
04/06/2025;BEL;5826
04/06/2025;BHZ;21016
04/06/2025;BSB;9134
04/06/2025;CGB;46
04/06/2025;CGR;2157
04/06/2025;FOR;5405
04/06/2025;RIO;31523
04/06/2025;MAO;350
04/06/2025;POA;9659
04/06/2025;REC;5316
04/06/2025;SSA;9925
04/06/2025;TECA;226755
04/06/2025;VIX;13014
05/06/2025;BEL;7423
05/06/2025;BHZ;19508
05/06/2025;BSB;13512
05/06/2025;CGB;8022
05/06/2025;CGR;1504
05/06/2025;FOR;4758
05/06/2025;RIO;39707
05/06/2025;MAO;5607
05/06/2025;POA;15381
05/06/2025;REC;4917
05/06/2025;SSA;11405
05/06/2025;TECA;224700
05/06/2025;VIX;11846
06/06/2025;BEL;5540
06/06/2025;BHZ;20047
06/06/2025;BSB;13467
06/06/2025;CGB;8680
06/06/2025;CGR;3015
06/06/2025;FOR;3090
06/06/2025;RIO;35183
06/06/2025;MAO;5066
06/06/2025;POA;13049
06/06/2025;REC;11624
06/06/2025;SSA;8873
06/06/2025;TECA;182561
06/06/2025;VIX;11734
07/06/2025;BEL;1937
07/06/2025;BHZ;16988
07/06/2025;BSB;13539
07/06/2025;CGB;4035
07/06/2025;CGR;1409
07/06/2025;FOR;782
07/06/2025;RIO;32513
07/06/2025;MAO;2204
07/06/2025;POA;9535
07/06/2025;REC;9457
07/06/2025;SSA;10773
07/06/2025;TECA;152516
07/06/2025;VIX;10888
08/06/2025;BHZ;2176
08/06/2025;BSB;1949
08/06/2025;FOR;1084
08/06/2025;RIO;18144
08/06/2025;MAO;33
08/06/2025;POA;6031
08/06/2025;REC;8770
08/06/2025;SSA;5730
08/06/2025;TECA;34729
09/06/2025;BEL;9985
09/06/2025;BHZ;17195
09/06/2025;BSB;12392
09/06/2025;CGB;9476
09/06/2025;CGR;2319
09/06/2025;FOR;3933
09/06/2025;RIO;16792
09/06/2025;MAO;7121
09/06/2025;POA;12679
09/06/2025;REC;13956
09/06/2025;SSA;11296
09/06/2025;TECA;85125
09/06/2025;VIX;10380
10/06/2025;BEL;8306
10/06/2025;BHZ;17815
10/06/2025;BSB;7840
10/06/2025;CGB;9603
10/06/2025;CGR;2633
10/06/2025;FOR;6761
10/06/2025;RIO;31502
10/06/2025;MAO;921
10/06/2025;POA;13443
10/06/2025;REC;13747
10/06/2025;SSA;12292
10/06/2025;TECA;217746
10/06/2025;VIX;9367
11/06/2025;BEL;5395
11/06/2025;BHZ;23360
11/06/2025;BSB;10041
11/06/2025;CGB;274
11/06/2025;CGR;1591
11/06/2025;FOR;7170
11/06/2025;RIO;37829
11/06/2025;MAO;69
11/06/2025;POA;9506
11/06/2025;REC;9900
11/06/2025;SSA;8828
11/06/2025;TECA;211952
11/06/2025;VIX;13225
12/06/2025;BEL;7218
12/06/2025;BHZ;20056
12/06/2025;BSB;12779
12/06/2025;CGB;9886
12/06/2025;CGR;2001
12/06/2025;FOR;3023
12/06/2025;RIO;38882
12/06/2025;MAO;7001
12/06/2025;POA;10394
12/06/2025;REC;6212
12/06/2025;SSA;10683
12/06/2025;TECA;210697
12/06/2025;VIX;12317
13/06/2025;BEL;5472
13/06/2025;BHZ;19890
13/06/2025;BSB;13981
13/06/2025;CGB;4743
13/06/2025;CGR;2212
13/06/2025;FOR;2420
13/06/2025;RIO;36136
13/06/2025;MAO;5796
13/06/2025;POA;13489
13/06/2025;REC;8407
13/06/2025;SSA;10531
13/06/2025;TECA;200800
13/06/2025;VIX;10520
14/06/2025;BEL;4162
14/06/2025;BHZ;20920
14/06/2025;BSB;12423
14/06/2025;CGB;5083
14/06/2025;CGR;1270
14/06/2025;FOR;880
14/06/2025;RIO;26165
14/06/2025;MAO;3687
14/06/2025;POA;15194
14/06/2025;REC;12715
14/06/2025;SSA;11721
14/06/2025;TECA;140005
14/06/2025;VIX;9485
15/06/2025;BHZ;2730
15/06/2025;BSB;1506
15/06/2025;FOR;2261
15/06/2025;RIO;11097
15/06/2025;POA;10055
15/06/2025;REC;11034
15/06/2025;SSA;10770
15/06/2025;TECA;40994
15/06/2025;VIX;1
16/06/2025;BEL;8155
16/06/2025;BHZ;15340
16/06/2025;BSB;11464
16/06/2025;CGB;8738
16/06/2025;CGR;2674
16/06/2025;FOR;5491
16/06/2025;RIO;19055
16/06/2025;MAO;7844
16/06/2025;POA;13414
16/06/2025;REC;13615
16/06/2025;SSA;9826
16/06/2025;TECA;93359
16/06/2025;VIX;11143
17/06/2025;BEL;9557
17/06/2025;BHZ;14873
17/06/2025;BSB;9042
17/06/2025;CGB;3046
17/06/2025;CGR;2519
17/06/2025;FOR;3585
17/06/2025;RIO;29602
17/06/2025;MAO;1575
17/06/2025;POA;8562
17/06/2025;REC;13885
17/06/2025;SSA;10769
17/06/2025;TECA;204574
17/06/2025;VIX;10385
18/06/2025;BEL;6849
18/06/2025;BHZ;21157
18/06/2025;BSB;8874
18/06/2025;CGB;7779
18/06/2025;CGR;1744
18/06/2025;FOR;2705
18/06/2025;RIO;34086
18/06/2025;MAO;263
18/06/2025;POA;11301
18/06/2025;REC;8235
18/06/2025;SSA;12695
18/06/2025;TECA;198125
18/06/2025;VIX;11553
19/06/2025;BHZ;9918
19/06/2025;BSB;12612
19/06/2025;FOR;4960
19/06/2025;RIO;35192
19/06/2025;MAO;6438
19/06/2025;POA;11391
19/06/2025;REC;3865
19/06/2025;SSA;12272
19/06/2025;TECA;112066
19/06/2025;VIX;5662
20/06/2025;BEL;6816
20/06/2025;BHZ;15884
20/06/2025;BSB;11815
20/06/2025;CGB;9078
20/06/2025;CGR;1665
20/06/2025;FOR;3119
20/06/2025;RIO;21236
20/06/2025;MAO;5450
20/06/2025;POA;10703
20/06/2025;REC;13781
20/06/2025;SSA;8541
20/06/2025;TECA;138556
20/06/2025;VIX;10653
21/06/2025;BEL;4620
21/06/2025;BHZ;13856
21/06/2025;BSB;7753
21/06/2025;CGB;6413
21/06/2025;CGR;2104
21/06/2025;FOR;1276
21/06/2025;RIO;24524
21/06/2025;MAO;1870
21/06/2025;POA;12199
21/06/2025;REC;13413
21/06/2025;SSA;8351
21/06/2025;TECA;123209
21/06/2025;VIX;10471
22/06/2025;BHZ;2742
22/06/2025;BSB;1415
22/06/2025;FOR;2478
22/06/2025;RIO;10376
22/06/2025;POA;4420
22/06/2025;REC;8855
22/06/2025;SSA;6242
22/06/2025;TECA;29248
22/06/2025;VIX;39
23/06/2025;BEL;7412
23/06/2025;BHZ;15415
23/06/2025;BSB;11492
23/06/2025;CGB;1478
23/06/2025;CGR;2312
23/06/2025;FOR;5574
23/06/2025;RIO;18476
23/06/2025;MAO;6512
23/06/2025;POA;9115
23/06/2025;REC;8486
23/06/2025;SSA;8800
23/06/2025;TECA;72710
23/06/2025;VIX;9889
24/06/2025;BEL;7900
24/06/2025;BHZ;17424
24/06/2025;BSB;8251
24/06/2025;CGB;7950
24/06/2025;CGR;2677
24/06/2025;FOR;3766
24/06/2025;RIO;31858
24/06/2025;MAO;3361
24/06/2025;POA;11656
24/06/2025;REC;6481
24/06/2025;SSA;5930
24/06/2025;TECA;189112
24/06/2025;VIX;9468
25/06/2025;BEL;4691
25/06/2025;BHZ;16968
25/06/2025;BSB;12430
25/06/2025;CGB;146
25/06/2025;CGR;2704
25/06/2025;FOR;2361
25/06/2025;RIO;36105
25/06/2025;MAO;518
25/06/2025;POA;9316
25/06/2025;REC;7195
25/06/2025;SSA;4074
25/06/2025;TECA;188375
25/06/2025;VIX;12606
26/06/2025;BEL;4325
26/06/2025;BHZ;19044
26/06/2025;BSB;7633
26/06/2025;CGB;5485
26/06/2025;CGR;1922
26/06/2025;FOR;2543
26/06/2025;RIO;32451
26/06/2025;MAO;1228
26/06/2025;POA;13821
26/06/2025;REC;5440
26/06/2025;SSA;7417
26/06/2025;TECA;189278
26/06/2025;VIX;13386
27/06/2025;BEL;5040
27/06/2025;BHZ;22044
27/06/2025;BSB;14420
27/06/2025;CGB;4955
27/06/2025;CGR;2998
27/06/2025;FOR;4305
27/06/2025;RIO;36132
27/06/2025;MAO;1073
27/06/2025;POA;12140
27/06/2025;REC;10905
27/06/2025;SSA;6982
27/06/2025;TECA;179256
27/06/2025;VIX;9725
28/06/2025;BEL;7
28/06/2025;BHZ;18242
28/06/2025;BSB;9833
28/06/2025;CGB;6224
28/06/2025;CGR;1368
28/06/2025;FOR;1420
28/06/2025;RIO;32973
28/06/2025;MAO;6511
28/06/2025;POA;10347
28/06/2025;REC;8963
28/06/2025;SSA;8773
28/06/2025;TECA;135910
28/06/2025;VIX;11867
29/06/2025;BHZ;12272
29/06/2025;BSB;933
29/06/2025;FOR;1832
29/06/2025;RIO;6750
29/06/2025;POA;10982
29/06/2025;REC;10333
29/06/2025;SSA;6142
29/06/2025;TECA;28028
29/06/2025;VIX;1075
30/06/2025;BEL;9064
30/06/2025;BHZ;13122
30/06/2025;BSB;10978
30/06/2025;CGB;6489
30/06/2025;CGR;1983
30/06/2025;FOR;3411
30/06/2025;RIO;16991
30/06/2025;MAO;5671
30/06/2025;POA;14051
30/06/2025;REC;9763
30/06/2025;SSA;8697
30/06/2025;TECA;96597
30/06/2025;VIX;9174
01/07/2025;BEL;5339
01/07/2025;BHZ;17937
01/07/2025;BSB;11192
01/07/2025;CGB;7041
01/07/2025;CGR;2537
01/07/2025;FOR;3334
01/07/2025;RIO;31152
01/07/2025;MAO;4476
01/07/2025;POA;12083
01/07/2025;REC;8510
01/07/2025;SSA;9047
01/07/2025;TECA;173400
01/07/2025;VIX;7553
02/07/2025;BEL;7117
02/07/2025;BHZ;22568
02/07/2025;BSB;10347
02/07/2025;CGB;3912
02/07/2025;CGR;3343
02/07/2025;FOR;4223
02/07/2025;RIO;38938
02/07/2025;MAO;1516
02/07/2025;POA;10984
02/07/2025;REC;7903
02/07/2025;SSA;7379
02/07/2025;TECA;176317
02/07/2025;VIX;12930
03/07/2025;BEL;2798
03/07/2025;BHZ;24161
03/07/2025;BSB;11715
03/07/2025;CGB;3524
03/07/2025;CGR;2254
03/07/2025;FOR;3383
03/07/2025;RIO;37185
03/07/2025;MAO;3768
03/07/2025;POA;13435
03/07/2025;REC;6863
03/07/2025;SSA;7532
03/07/2025;TECA;162780
03/07/2025;VIX;14493
04/07/2025;BEL;6842
04/07/2025;BHZ;24228
04/07/2025;BSB;11542
04/07/2025;CGB;6459
04/07/2025;CGR;2603
04/07/2025;FOR;3538
04/07/2025;RIO;34975
04/07/2025;MAO;2837
04/07/2025;POA;8520
04/07/2025;REC;11451
04/07/2025;SSA;10982
04/07/2025;TECA;159159
04/07/2025;VIX;10680
05/07/2025;BEL;3856
05/07/2025;BHZ;19171
05/07/2025;BSB;11158
05/07/2025;CGR;990
05/07/2025;FOR;22
05/07/2025;RIO;34232
05/07/2025;MAO;4214
05/07/2025;POA;6013
05/07/2025;REC;9578
05/07/2025;SSA;13312
05/07/2025;TECA;121917
05/07/2025;VIX;8571
06/07/2025;BEL;368
06/07/2025;BHZ;8944
06/07/2025;BSB;1343
06/07/2025;FOR;1786
06/07/2025;RIO;18724
06/07/2025;POA;8494
06/07/2025;REC;7986
06/07/2025;SSA;9105
06/07/2025;TECA;23244
06/07/2025;VIX;2289
07/07/2025;BEL;9325
07/07/2025;BHZ;15188
07/07/2025;BSB;10982
07/07/2025;CGB;8213
07/07/2025;CGR;1445
07/07/2025;FOR;4742
07/07/2025;RIO;23850
07/07/2025;MAO;7611
07/07/2025;POA;15126
07/07/2025;REC;11541
07/07/2025;SSA;9840
07/07/2025;TECA;92793
07/07/2025;VIX;10084
08/07/2025;BEL;8074
08/07/2025;BHZ;21171
08/07/2025;BSB;9104
08/07/2025;CGB;6816
08/07/2025;CGR;2546
08/07/2025;FOR;5513
08/07/2025;RIO;30218
08/07/2025;MAO;5379
08/07/2025;POA;13407
08/07/2025;REC;10436
08/07/2025;SSA;14017
08/07/2025;TECA;195190
08/07/2025;VIX;11435
09/07/2025;BEL;4899
09/07/2025;BHZ;28530
09/07/2025;BSB;9053
09/07/2025;CGB;261
09/07/2025;CGR;2434
09/07/2025;FOR;4650
09/07/2025;RIO;41162
09/07/2025;MAO;448
09/07/2025;POA;12613
09/07/2025;REC;8745
09/07/2025;SSA;2639
09/07/2025;TECA;148676
09/07/2025;VIX;12782
10/07/2025;BEL;799
10/07/2025;BHZ;24008
10/07/2025;BSB;14684
10/07/2025;CGB;3697
10/07/2025;CGR;2118
10/07/2025;FOR;3280
10/07/2025;RIO;34198
10/07/2025;MAO;3402
10/07/2025;POA;14016
10/07/2025;REC;10345
10/07/2025;SSA;11110
10/07/2025;TECA;186510
10/07/2025;VIX;14984
11/07/2025;BEL;8096
11/07/2025;BHZ;26424
11/07/2025;BSB;10884
11/07/2025;CGB;8616
11/07/2025;CGR;2273
11/07/2025;FOR;4695
11/07/2025;RIO;37380
11/07/2025;MAO;6443
11/07/2025;POA;11311
11/07/2025;REC;8373
11/07/2025;SSA;10915
11/07/2025;TECA;205946
11/07/2025;VIX;12705
12/07/2025;BEL;70
12/07/2025;BHZ;19339
12/07/2025;BSB;11088
12/07/2025;CGB;3855
12/07/2025;CGR;1897
12/07/2025;FOR;1448
12/07/2025;RIO;34014
12/07/2025;MAO;3571
12/07/2025;POA;10263
12/07/2025;REC;9340
12/07/2025;SSA;13220
12/07/2025;TECA;162345
12/07/2025;VIX;14085
13/07/2025;BHZ;6153
13/07/2025;BSB;1185
13/07/2025;CGB;28
13/07/2025;FOR;3754
13/07/2025;RIO;30990
13/07/2025;POA;7715
13/07/2025;REC;7678
13/07/2025;SSA;7389
13/07/2025;TECA;46810
13/07/2025;VIX;1440
14/07/2025;BEL;8155
14/07/2025;BHZ;15386
14/07/2025;BSB;13784
14/07/2025;CGB;7777
14/07/2025;CGR;2064
14/07/2025;FOR;3620
14/07/2025;RIO;26558
14/07/2025;MAO;2008
14/07/2025;POA;9502
14/07/2025;REC;7249
14/07/2025;SSA;14248
14/07/2025;TECA;127800
14/07/2025;VIX;8836
15/07/2025;BEL;7764
15/07/2025;BHZ;23365
15/07/2025;BSB;11329
15/07/2025;CGB;6322
15/07/2025;CGR;2570
15/07/2025;FOR;4209
15/07/2025;RIO;33971
15/07/2025;MAO;2603
15/07/2025;POA;9957
15/07/2025;REC;14690
15/07/2025;SSA;10567
15/07/2025;TECA;188171
15/07/2025;VIX;11230
16/07/2025;BEL;5517
16/07/2025;BHZ;23301
16/07/2025;BSB;11987
16/07/2025;CGB;116
16/07/2025;CGR;2253
16/07/2025;FOR;6591
16/07/2025;RIO;41108
16/07/2025;MAO;273
16/07/2025;POA;12784
16/07/2025;REC;9233
16/07/2025;SSA;10359
16/07/2025;TECA;210010
16/07/2025;VIX;11838
17/07/2025;BEL;3092
17/07/2025;BHZ;24097
17/07/2025;BSB;12493
17/07/2025;CGB;10233
17/07/2025;CGR;2370
17/07/2025;FOR;4543
17/07/2025;RIO;41024
17/07/2025;MAO;5943
17/07/2025;POA;13940
17/07/2025;REC;4583
17/07/2025;SSA;5217
17/07/2025;TECA;213841
17/07/2025;VIX;16057
18/07/2025;BEL;6224
18/07/2025;BHZ;23455
18/07/2025;BSB;15032
18/07/2025;CGB;5645
18/07/2025;CGR;2999
18/07/2025;FOR;2502
18/07/2025;RIO;40148
18/07/2025;MAO;6795
18/07/2025;POA;12185
18/07/2025;REC;6681
18/07/2025;SSA;14844
18/07/2025;TECA;193612
18/07/2025;VIX;13770
19/07/2025;BEL;2903
19/07/2025;BHZ;20839
19/07/2025;BSB;11065
19/07/2025;CGB;6488
19/07/2025;CGR;1469
19/07/2025;FOR;4119
19/07/2025;RIO;33411
19/07/2025;MAO;2522
19/07/2025;POA;11765
19/07/2025;REC;12898
19/07/2025;SSA;10800
19/07/2025;TECA;151930
19/07/2025;VIX;9931
20/07/2025;BEL;3003
20/07/2025;BHZ;7202
20/07/2025;BSB;1480
20/07/2025;FOR;3940
20/07/2025;RIO;26721
20/07/2025;POA;6797
20/07/2025;REC;8260
20/07/2025;SSA;9795
20/07/2025;TECA;50852
20/07/2025;VIX;4201
21/07/2025;BEL;5931
21/07/2025;BHZ;14797
21/07/2025;BSB;14713
21/07/2025;CGB;8384
21/07/2025;CGR;2395
21/07/2025;FOR;4520
21/07/2025;RIO;20137
21/07/2025;MAO;8729
21/07/2025;POA;7087
21/07/2025;REC;13772
21/07/2025;SSA;9269
21/07/2025;TECA;106146
21/07/2025;VIX;12055
22/07/2025;BEL;3951
22/07/2025;BHZ;18754
22/07/2025;BSB;9148
22/07/2025;CGB;7552
22/07/2025;CGR;2597
22/07/2025;FOR;5829
22/07/2025;RIO;33783
22/07/2025;MAO;2495
22/07/2025;POA;11423
22/07/2025;REC;14460
22/07/2025;SSA;15455
22/07/2025;TECA;187215
22/07/2025;VIX;10978
23/07/2025;BEL;7344
23/07/2025;BHZ;25042
23/07/2025;BSB;10017
23/07/2025;CGB;254
23/07/2025;CGR;2504
23/07/2025;FOR;5668
23/07/2025;RIO;34096
23/07/2025;MAO;2468
23/07/2025;POA;10615
23/07/2025;REC;7306
23/07/2025;SSA;7321
23/07/2025;TECA;191453
23/07/2025;VIX;10760
24/07/2025;BEL;7285
24/07/2025;BHZ;23797
24/07/2025;BSB;10878
24/07/2025;CGB;4611
24/07/2025;CGR;1114
24/07/2025;FOR;4037
24/07/2025;RIO;35175
24/07/2025;MAO;6444
24/07/2025;POA;13128
24/07/2025;REC;11865
24/07/2025;SSA;13171
24/07/2025;TECA;174273
24/07/2025;VIX;11518
25/07/2025;BEL;9551
25/07/2025;BHZ;21451
25/07/2025;BSB;14158
25/07/2025;CGB;9880
25/07/2025;CGR;2688
25/07/2025;FOR;3073
25/07/2025;RIO;29196
25/07/2025;MAO;4382
25/07/2025;POA;14698
25/07/2025;REC;7037
25/07/2025;SSA;9206
25/07/2025;TECA;162571
25/07/2025;VIX;12386
26/07/2025;BEL;4243
26/07/2025;BHZ;18517
26/07/2025;BSB;11271
26/07/2025;CGB;8005
26/07/2025;CGR;2169
26/07/2025;FOR;1558
26/07/2025;RIO;25820
26/07/2025;MAO;2785
26/07/2025;POA;12295
26/07/2025;REC;9215
26/07/2025;SSA;10552
26/07/2025;TECA;111713
26/07/2025;VIX;10081
27/07/2025;BEL;4890
27/07/2025;BHZ;6628
27/07/2025;BSB;1560
27/07/2025;FOR;2151
27/07/2025;RIO;7508
27/07/2025;POA;5613
27/07/2025;REC;8776
27/07/2025;SSA;9083
27/07/2025;TECA;22880
27/07/2025;VIX;1986
28/07/2025;BEL;7557
28/07/2025;BHZ;18898
28/07/2025;BSB;11646
28/07/2025;CGB;348
28/07/2025;CGR;3485
28/07/2025;FOR;4967
28/07/2025;RIO;16975
28/07/2025;MAO;7429
28/07/2025;POA;6473
28/07/2025;REC;7156
28/07/2025;SSA;12093
28/07/2025;TECA;78314
28/07/2025;VIX;10268
29/07/2025;BEL;2198
29/07/2025;BHZ;23358
29/07/2025;BSB;9443
29/07/2025;CGB;8457
29/07/2025;CGR;1944
29/07/2025;FOR;4128
29/07/2025;RIO;26927
29/07/2025;MAO;2453
29/07/2025;POA;7814
29/07/2025;REC;11219
29/07/2025;SSA;12266
29/07/2025;TECA;165875
29/07/2025;VIX;9704
30/07/2025;BEL;2968
30/07/2025;BHZ;20620
30/07/2025;BSB;10296
30/07/2025;CGB;6171
30/07/2025;CGR;3271
30/07/2025;FOR;4161
30/07/2025;RIO;28717
30/07/2025;MAO;135
30/07/2025;POA;12674
30/07/2025;REC;4773
30/07/2025;SSA;8117
30/07/2025;TECA;165350
30/07/2025;VIX;10589
31/07/2025;BEL;3660
31/07/2025;BHZ;19800
31/07/2025;BSB;7298
31/07/2025;CGB;3325
31/07/2025;CGR;2372
31/07/2025;FOR;5491
31/07/2025;RIO;27200
31/07/2025;MAO;4744
31/07/2025;POA;14636
31/07/2025;REC;5853
31/07/2025;SSA;8648
31/07/2025;TECA;158042
31/07/2025;VIX;11717
01/08/2025;BEL;3443
01/08/2025;BHZ;18992
01/08/2025;BSB;13738
01/08/2025;CGB;3298
01/08/2025;CGR;2873
01/08/2025;FOR;1608
01/08/2025;RIO;30137
01/08/2025;MAO;5959
01/08/2025;POA;12391
01/08/2025;REC;9886
01/08/2025;SSA;13574
01/08/2025;TECA;139860
01/08/2025;VIX;12440
02/08/2025;BEL;3221
02/08/2025;BHZ;13846
02/08/2025;BSB;10592
02/08/2025;CGR;637
02/08/2025;FOR;1711
02/08/2025;RIO;23997
02/08/2025;MAO;1850
02/08/2025;POA;9091
02/08/2025;REC;3313
02/08/2025;SSA;9258
02/08/2025;TECA;110432
02/08/2025;VIX;8166
03/08/2025;BEL;5350
03/08/2025;BHZ;5666
03/08/2025;BSB;1088
03/08/2025;FOR;2070
03/08/2025;RIO;6266
03/08/2025;POA;6761
03/08/2025;REC;10375
03/08/2025;SSA;8347
03/08/2025;TECA;19587
03/08/2025;VIX;420
04/08/2025;BEL;4671
04/08/2025;BHZ;13807
04/08/2025;BSB;9733
04/08/2025;CGB;7309
04/08/2025;CGR;2800
04/08/2025;FOR;4188
04/08/2025;RIO;16724
04/08/2025;MAO;4707
04/08/2025;POA;6892
04/08/2025;REC;7201
04/08/2025;SSA;6487
04/08/2025;TECA;72253
04/08/2025;VIX;10616
05/08/2025;BEL;4291
05/08/2025;BHZ;18631
05/08/2025;BSB;8559
05/08/2025;CGB;3714
05/08/2025;CGR;2654
05/08/2025;FOR;4925
05/08/2025;RIO;29063
05/08/2025;MAO;5298
05/08/2025;POA;8153
05/08/2025;REC;8852
05/08/2025;SSA;12305
05/08/2025;TECA;170589
05/08/2025;VIX;9687
06/08/2025;BEL;2506
06/08/2025;BHZ;19322
06/08/2025;BSB;8738
06/08/2025;CGB;3221
06/08/2025;CGR;3115
06/08/2025;FOR;4984
06/08/2025;RIO;29127
06/08/2025;MAO;2230
06/08/2025;POA;10300
06/08/2025;REC;3745
06/08/2025;SSA;2866
06/08/2025;TECA;160816
06/08/2025;VIX;10574
07/08/2025;BEL;1965
07/08/2025;BHZ;21105
07/08/2025;BSB;12985
07/08/2025;CGB;145
07/08/2025;CGR;1869
07/08/2025;FOR;2994
07/08/2025;RIO;35362
07/08/2025;MAO;5900
07/08/2025;POA;14061
07/08/2025;REC;6753
07/08/2025;SSA;11857
07/08/2025;TECA;173315
07/08/2025;VIX;10978
08/08/2025;BEL;3360
08/08/2025;BHZ;21102
08/08/2025;BSB;11045
08/08/2025;CGB;4738
08/08/2025;CGR;2087
08/08/2025;FOR;3024
08/08/2025;RIO;30463
08/08/2025;MAO;2902
08/08/2025;POA;13906
08/08/2025;REC;7073
08/08/2025;SSA;10516
08/08/2025;TECA;166849
08/08/2025;VIX;10429
09/08/2025;BEL;5749
09/08/2025;BHZ;18764
09/08/2025;BSB;10085
09/08/2025;CGB;4703
09/08/2025;CGR;1455
09/08/2025;FOR;1780
09/08/2025;RIO;31581
09/08/2025;MAO;87
09/08/2025;POA;11080
09/08/2025;REC;4656
09/08/2025;SSA;13128
09/08/2025;TECA;134780
09/08/2025;VIX;10497
10/08/2025;BEL;2124
10/08/2025;BHZ;3991
10/08/2025;BSB;1123
10/08/2025;FOR;3026
10/08/2025;RIO;5212
10/08/2025;POA;4155
10/08/2025;REC;13415
10/08/2025;SSA;6818
10/08/2025;TECA;31435
10/08/2025;VIX;274
11/08/2025;BEL;2236
11/08/2025;BHZ;17297
11/08/2025;BSB;14066
11/08/2025;CGB;5473
11/08/2025;CGR;1962
11/08/2025;FOR;3543
11/08/2025;RIO;18623
11/08/2025;MAO;806
11/08/2025;POA;9017
11/08/2025;REC;6420
11/08/2025;SSA;9735
11/08/2025;TECA;87377
11/08/2025;VIX;11968
12/08/2025;BEL;3920
12/08/2025;BHZ;17442
12/08/2025;BSB;10774
12/08/2025;CGB;2155
12/08/2025;CGR;2856
12/08/2025;FOR;3202
12/08/2025;RIO;29249
12/08/2025;MAO;36
12/08/2025;POA;10546
12/08/2025;REC;7994
12/08/2025;SSA;8766
12/08/2025;TECA;180918
12/08/2025;VIX;8053
13/08/2025;BEL;3927
13/08/2025;BHZ;23544
13/08/2025;BSB;9831
13/08/2025;CGB;2863
13/08/2025;CGR;2571
13/08/2025;FOR;4674
13/08/2025;RIO;36357
13/08/2025;MAO;57
13/08/2025;POA;12141
13/08/2025;REC;5494
13/08/2025;SSA;6473
13/08/2025;TECA;192559
13/08/2025;VIX;13089
14/08/2025;BEL;3761
14/08/2025;BHZ;20745
14/08/2025;BSB;13708
14/08/2025;CGB;3181
14/08/2025;CGR;2848
14/08/2025;FOR;3042
14/08/2025;RIO;37364
14/08/2025;MAO;4331
14/08/2025;POA;15314
14/08/2025;REC;8786
14/08/2025;SSA;10326
14/08/2025;TECA;195107
14/08/2025;VIX;11422
15/08/2025;BEL;5861
15/08/2025;BHZ;18199
15/08/2025;BSB;11810
15/08/2025;CGB;3382
15/08/2025;CGR;2962
15/08/2025;FOR;4009
15/08/2025;RIO;34834
15/08/2025;MAO;3132
15/08/2025;POA;12749
15/08/2025;REC;10462
15/08/2025;SSA;12026
15/08/2025;TECA;180478
15/08/2025;VIX;12109
16/08/2025;BEL;2517
