Documento;DatadoTracking;DescricaoDoTracking;Insucesso
2735701691;03/02/2025;103 TROCA DE CD (PROCESSO ONLINE);Transporte
2762125071;29/04/2025;INSUCESSO DE ENTREGA;Cliente
2763688281;24/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2759597002;08/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2760159351;09/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2754453351;05/04/2025;DADOS INSUFICIENTES PARA ENTREGA;Cliente
2764476141;25/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2757767791;02/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763409931;23/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2760408291;10/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762610461;22/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2764474871;25/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761637381;15/04/2025;A TRANSFERENCIA DA MERCADORIA NAO FOI CONFIRMADA;CD
2760733711;11/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763706071;24/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761897762;29/04/2025;INSUCESSO DE ENTREGA;Cliente
2761897762;29/04/2025;INSUCESSO DE ENTREGA;Cliente
2761897762;29/04/2025;INSUCESSO DE ENTREGA;Cliente
2764038451;24/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2761155361;12/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2759473611;29/04/2025;INSUCESSO DE ENTREGA;Cliente
2761067412;12/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2756072771;27/03/2025;MERCADORIA PENDENTE;Pendencia
2763432581;24/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2764141891;25/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2759104082;07/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2762997691;19/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2757498761;29/05/2025;INSUCESSO DE ENTREGA;Cliente
2756444501;30/03/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762045051;15/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761703421;15/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2757154392;31/03/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2760493481;14/04/2025;DESTINATARIO AUSENTE NA SEGUNDA TENTATIVA;Cliente
2761721161;14/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2757888491;03/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2761131091;12/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2757183641;31/03/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2757229731;31/03/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2752321081;15/03/2025;MERCADORIA PENDENTE;Pendencia
2748371051;07/04/2025;INSUCESSO DE ENTREGA;Cliente
2760231641;10/04/2025;ANÁLISE BARRAR ENTREGA;Cliente
2758146071;03/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761645891;16/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2760869661;13/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2758153141;03/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2761437301;13/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762814452;19/04/2025;ALTER. P/ AGUARDAR ORDEM OU COMPENSACAO DE CHEQUE;Loja
2758921241;07/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2758944861;09/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2760579801;24/04/2025;INSUCESSO DE ENTREGA;Cliente
2760056181;09/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2758119601;03/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2764824491;27/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2763717121;02/05/2025;INSUCESSO DE ENTREGA;Cliente
2764065141;25/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2752621171;15/03/2025;MERCADORIA PENDENTE;Pendencia
2764799211;27/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2760664321;21/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2761425871;14/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2763311931;22/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763379521;21/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761097301;12/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2758033701;03/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762098861;15/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2759337351;08/04/2025;A TRANSFERENCIA DA MERCADORIA NAO FOI CONFIRMADA;CD
2760791241;11/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2764910291;26/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2765133562;28/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2759830221;10/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761047282;14/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2752520311;18/03/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764823481;26/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2756274861;28/03/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2765052831;27/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2756204821;29/03/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2759904541;10/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
2763665031;28/04/2025;ENTREGA COM DATA ESPECIAL - NAO CARREGOU;Cliente
2759412861;16/04/2025;PERDA LOGISTICA;Pendencia
2757607201;26/04/2025;DADOS INSUFICIENTES PARA ATENDIMENTO;Cliente
2764241481;25/04/2025;CLIENTE DESCONHECIDO NO ENDERECO;Cliente
2754668061;21/04/2025;CLIENTE AUSENTE;Cliente
2758237311;08/04/2025;CLIENTE AUSENTE;Cliente
2750439331;24/04/2025;DADOS INSUFICIENTES PARA ATENDIMENTO;Cliente
2756717332;01/04/2025;RUA NAO LOCALIZADA;Cliente
2760039171;15/04/2025;CLIENTE AUSENTE;Cliente
2763763311;25/04/2025;PERDA LOGISTICA;Pendencia
2747484771;09/04/2025;ATRASO NA ENTREGA DE 3 DIAS;Transporte
2751530081;28/03/2025;RUA NAO LOCALIZADA;Cliente
2760402251;14/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
2760327751;24/04/2025;CLIENTE AUSENTE;Cliente
2762216851;19/04/2025;CLIENTE AUSENTE;Cliente
2756168951;27/03/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2751160681;27/03/2025;PERDA LOGISTICA;Pendencia
2761107341;19/04/2025;CLIENTE AUSENTE 2;Cliente
2730911721;10/03/2025;PERDA LOGISTICA;Pendencia
2754829421;29/03/2025;CLIENTE AUSENTE;Cliente
2758054031;28/04/2025;CLIENTE AUSENTE;Cliente
2763537501;24/04/2025;CLIENTE DESCONHECIDO NO ENDERECO;Cliente
2752163791;07/04/2025;BARRAR ENTREGA;Cliente
2756846401;03/04/2025;INSUCESSO DE ENTREGA;Cliente
2735701691;03/02/2025;PERDA LOGISTICA;Pendencia
2762125071;23/04/2025;INSUCESSO DE ENTREGA;Cliente
2754453351;05/04/2025;DADOS INSUFICIENTES PARA ATENDIMENTO;Cliente
2762610461;22/04/2025;RUA NAO LOCALIZADA;Cliente
2761897762;22/04/2025;ANÁLISE BARRAR ENTREGA;Cliente
2761897762;22/04/2025;ANÁLISE BARRAR ENTREGA;Cliente
2761897762;22/04/2025;ANÁLISE BARRAR ENTREGA;Cliente
2759473611;10/04/2025;BARRAR ENTREGA;Cliente
2763432581;24/04/2025;RUA NAO LOCALIZADA;Cliente
2757498761;11/04/2025;BARRAR ENTREGA;Cliente
2760493481;14/04/2025;CLIENTE AUSENTE 2;Cliente
2758944861;09/04/2025;RUA NAO LOCALIZADA;Cliente
2760664321;21/04/2025;CLIENTE AUSENTE;Cliente
2761047282;14/04/2025;RUA NAO LOCALIZADA;Cliente
2763665031;26/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2759412861;16/04/2025;PERDA LOGISTICA;Pendencia
2757607201;19/04/2025;DADOS INSUFICIENTES PARA ENTREGA;Cliente
2751160681;17/03/2025;PERDA LOGISTICA;Pendencia
2730911721;28/02/2025;PERDA LOGISTICA;Pendencia
2758054031;22/04/2025;ENTREGA COM DATA ESPECIAL;Cliente
2752163791;07/04/2025;BARRAR ENTREGA;Cliente
2756846401;02/04/2025;DESTINATARIO DESCONHECIDO NO LOCAL;Cliente
2735701691;03/02/2025;PERDA LOGISTICA;Pendencia
2759473611;10/04/2025;BARRAR ENTREGA;Cliente
2757498761;11/04/2025;BARRAR ENTREGA;Cliente
2763665031;26/04/2025;CLIENTE AUSENTE;Cliente
2759412861;14/04/2025;FORA DE ITINERARIO - NAO CARREGOU;Roteirização
2757607201;19/04/2025;DADOS INSUFICIENTES PARA ATENDIMENTO;Cliente
2751160681;17/03/2025;PERDA LOGISTICA;Pendencia
2730911721;28/02/2025;PERDA LOGISTICA;Pendencia
2752163791;05/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2756846401;02/04/2025;CLIENTE DESCONHECIDO NO ENDERECO;Cliente
2763665031;24/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
2759412861;10/04/2025;PERDA LOGISTICA;Pendencia
2730911721;26/02/2025;PERDA LOGISTICA;Pendencia
2752163791;05/04/2025;RUA NAO LOCALIZADA;Cliente
2763665031;24/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
2759412861;10/04/2025;PERDA LOGISTICA;Pendencia
2730911721;26/02/2025;PERDA LOGISTICA;Pendencia
2752163791;02/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2752163791;02/04/2025;CLIENTE AUSENTE;Cliente
2752163791;01/04/2025;ATRASO NA ENTREGA DE 3 DIAS;Transporte
2752163791;01/04/2025;ATRASO NA ENTREGA DE 3 DIAS;Transporte
2762558231;22/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2757554671;01/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2760887441;11/04/2025;PERDA LOGISTICA;Pendencia
2762706221;22/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
2759666681;12/04/2025;ENTREGA COM DATA ESPECIAL - NAO CARREGOU;Cliente
2759428041;07/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2760121581;09/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2763261931;20/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2764687001;28/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
2757529942;01/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2754874041;31/03/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2764740671;29/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2759940631;12/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2762239311;19/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2761572821;15/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
2762301122;17/04/2025;ENTREGA COM DATA ESPECIAL - NAO CARREGOU;Cliente
2756096291;09/04/2025;ATRASO NA ENTREGA DE 3 DIAS;Transporte
2757945171;12/04/2025;ENTREGA COM DATA ESPECIAL - NAO CARREGOU;Cliente
2759614641;23/04/2025;ENTREGA COM DATA ESPECIAL;Cliente
2763614301;29/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2750293211;17/03/2025;DESTINATARIO DESCONHECIDO NO LOCAL;Cliente
2757512591;01/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2757516361;01/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2765640161;30/04/2025;DESTINATARIO DESCONHECIDO NO LOCAL;Cliente
2757540241;10/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2757892621;04/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2758496891;10/04/2025;REABERTURA POR BAIXA INDEVIDA;Transporte
2760273841;11/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
2757410681;09/04/2025;ATRASO NA ENTREGA DE 6 DIAS;Transporte
2762466161;23/04/2025;FERIADO MUNICIPAL OU NACIONAL;Transporte
2747304571;11/04/2025;ATRASO NA ENTREGA DE 4 DIAS;Transporte
2758839681;08/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2759723481;30/04/2025;EXCESSO DE CHUVAS;Transporte
2760552781;15/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2755915861;26/03/2025;ALTER. P/ AGUARDAR ORDEM OU COMPENSACAO DE CHEQUE;Loja
2756244211;04/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2758043901;05/04/2025;MERCADORIA NAO COUBE NA RESIDENCIA;Cliente
2759464102;22/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2754514201;28/03/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2758961392;09/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2764531742;05/05/2025;ROUBO;Transporte
2759031121;06/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2757092871;31/03/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2757920371;03/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2751332531;12/03/2025;MERCADORIA PENDENTE;Pendencia
2759965341;09/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2757136361;31/03/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2760375711;10/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2759158831;10/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2763269121;20/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2760014041;11/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2763030181;19/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764846281;26/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2758047141;03/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2744707371;28/04/2025;AGUARDANDO RETIRA;Cliente
2758933441;07/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2758466471;04/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761199332;13/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2757053691;31/03/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2760078941;28/04/2025;INSUCESSO DE ENTREGA;Cliente
2764964121;26/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2759313051;07/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2760799721;11/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2762366501;16/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763432511;21/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763169181;21/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2765589201;29/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763170111;21/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2747722942;28/02/2025;MERCADORIA PENDENTE;Pendencia
2760619171;12/04/2025;DESTINATARIO AUSENTE NA SEGUNDA TENTATIVA;Cliente
2763060421;20/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2762092921;15/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2764926752;26/04/2025;ALTER. P/ AGUARDAR ORDEM OU COMPENSACAO DE CHEQUE;Loja
2761982711;16/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2757600771;03/04/2025;DESTINATARIO DESCONHECIDO NO LOCAL;Cliente
2758231001;05/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761578101;14/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2759896451;10/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2758371161;07/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763804691;24/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2756756851;31/03/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2759089862;06/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2759264641;07/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762277231;16/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2759675212;08/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763010501;19/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2750968331;11/03/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2765365891;28/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2758534231;04/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2763962561;23/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762099532;15/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764029131;23/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2760380221;10/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2756204811;29/03/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2758897981;07/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2758950331;09/04/2025;DESTINATARIO AUSENTE NA SEGUNDA TENTATIVA;Cliente
2761098681;14/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2760575951;13/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2759505171;09/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764520911;28/04/2025;ENTREGA COM DATA ESPECIAL;Cliente
2760130581;09/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2765336291;28/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761164302;15/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763967501;25/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764103921;25/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761605291;15/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2757446491;01/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2758464661;04/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763064261;19/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764181331;24/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762903421;20/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2758964841;07/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762375902;16/04/2025;TRANSPORTADORA NAO ATENDE;Transporte
2765790031;29/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2757508711;02/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2762375902;16/04/2025;TRANSPORTADORA NAO ATENDE;Transporte
2761030431;13/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2757110661;31/03/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2748535851;30/04/2025;AGUARDANDO RETIRA;Cliente
2756748391;31/03/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2757757711;02/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761279321;14/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2765723771;29/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2756577411;31/03/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2758145071;03/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761214781;14/04/2025;DESTINATARIO DESCONHECIDO NO LOCAL;Cliente
2764712801;05/05/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2762823841;05/05/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2765386821;28/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2759803102;08/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764390881;08/05/2025;INSUCESSO DE ENTREGA;Cliente
2758125882;03/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2763001721;20/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2762558231;22/04/2025;CLIENTE AUSENTE;Cliente
2760887441;11/04/2025;PERDA LOGISTICA;Pendencia
2762706221;22/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
2764687001;28/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
2754874041;31/03/2025;CLIENTE AUSENTE;Cliente
2764740671;29/04/2025;RUA NAO LOCALIZADA;Cliente
2759940631;12/04/2025;CLIENTE AUSENTE;Cliente
2762239311;19/04/2025;CLIENTE AUSENTE;Cliente
2761572821;15/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
2756096291;09/04/2025;ATRASO NA ENTREGA DE 3 DIAS;Transporte
2763614301;29/04/2025;RUA NAO LOCALIZADA;Cliente
2750293211;17/03/2025;CLIENTE DESCONHECIDO NO ENDERECO;Cliente
2765640161;30/04/2025;CLIENTE DESCONHECIDO NO ENDERECO;Cliente
2757540241;10/04/2025;CLIENTE AUSENTE;Cliente
2757892621;04/04/2025;RUA NAO LOCALIZADA;Cliente
2758496891;10/04/2025;REABERTURA POR BAIXA INDEVIDA;Transporte
2760273841;11/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
2757410681;09/04/2025;ATRASO NA ENTREGA DE 6 DIAS;Transporte
2762466161;23/04/2025;FERIADO MUNICIPAL OU NACIONAL;Transporte
2747304571;11/04/2025;ATRASO NA ENTREGA DE 4 DIAS;Transporte
2758839681;08/04/2025;CLIENTE AUSENTE;Cliente
2759723481;30/04/2025;EXCESSO DE CHUVAS;Transporte
2760552781;15/04/2025;RUA NAO LOCALIZADA;Cliente
2756244211;04/04/2025;CLIENTE AUSENTE;Cliente
2759464102;20/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2754514201;28/03/2025;CLIENTE AUSENTE;Cliente
2758961392;09/04/2025;CLIENTE AUSENTE;Cliente
2764531742;05/05/2025;CAMINHAO ROUBADO;Transporte
2759158831;10/04/2025;CLIENTE AUSENTE;Cliente
2760014041;11/04/2025;RUA NAO LOCALIZADA;Cliente
2744707371;28/04/2025;AGUARDANDO RETIRA;Cliente
2760078941;17/04/2025;NUMERO NAO LOCALIZADO;Cliente
2760619171;12/04/2025;CLIENTE AUSENTE 2;Cliente
2757600771;03/04/2025;CLIENTE DESCONHECIDO NO ENDERECO;Cliente
2758950331;09/04/2025;CLIENTE AUSENTE 2;Cliente
2762375902;16/04/2025;TRANSPORTADORA NAO ATENDE;Transporte
2762375902;16/04/2025;TRANSPORTADORA NAO ATENDE;Transporte
2748535851;30/04/2025;AGUARDANDO RETIRA;Cliente
2761214781;14/04/2025;CLIENTE DESCONHECIDO NO ENDERECO;Cliente
2764712801;05/05/2025;CLIENTE AUSENTE;Cliente
2762823841;05/05/2025;CLIENTE AUSENTE;Cliente
2763614301;27/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2757540241;10/04/2025;REABERTURA POR BAIXA INDEVIDA;Transporte
2757410681;07/04/2025;PERDA LOGISTICA;Pendencia
2758839681;08/04/2025;REABERTURA POR BAIXA INDEVIDA;Transporte
2759723481;29/04/2025;ATRASO NA ENTREGA DE 3 DIAS;Transporte
2759464102;15/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2764531742;05/05/2025;REABERTURA POR BAIXA INDEVIDA;Transporte
2760078941;17/04/2025;NUMERO NAO LOCALIZADO;Cliente
2762823841;22/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2763614301;24/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2757540241;10/04/2025;REABERTURA POR BAIXA INDEVIDA;Transporte
2757410681;07/04/2025;PERDA LOGISTICA;Pendencia
2758839681;08/04/2025;REABERTURA POR BAIXA INDEVIDA;Transporte
2759723481;29/04/2025;ATRASO NA ENTREGA DE 3 DIAS;Transporte
2759464102;15/04/2025;CLIENTE AUSENTE;Cliente
2764531742;05/05/2025;REABERTURA POR BAIXA INDEVIDA;Transporte
2760078941;10/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2762823841;22/04/2025;CLIENTE AUSENTE;Cliente
2763614301;24/04/2025;RUA NAO LOCALIZADA;Cliente
2757540241;01/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2757410681;05/04/2025;EXPEDICAO CANCELADA;CD
2759464102;10/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2760078941;10/04/2025;RUA NAO LOCALIZADA;Cliente
2759464102;10/04/2025;CLIENTE AUSENTE;Cliente
2763298621;26/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2761463551;15/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
